"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Assigned Tech (labels)","CONTRACTED (checkbox)","DELIVERED (checkbox)","STOCK # (short text)"
"Task","868fqq81k","Mr Electric","Closed","
","[]","none","Inverter, Camera  ",1,0,"Thursday, September 25th 2025","Wednesday, September 24th 2025","Thursday, September 25th 2025, 8:12:26 am -07:00","Tuesday, October 7th 2025, 1:27:14 pm -07:00","Tuesday, October 7th 2025, 1:27:14 pm -07:00","Friday, September 26th 2025, 7:54:51 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868fqzery","Mercedes Benz of Wilsonville / Scott","Closed","
","[]","none","Prime Design rear ladder  ",1,0,"Friday, September 26th 2025","Friday, September 26th 2025","Thursday, September 25th 2025, 2:28:38 pm -07:00","Friday, September 26th 2025, 3:56:29 pm -07:00","Friday, September 26th 2025, 3:56:29 pm -07:00","Friday, September 26th 2025, 3:56:29 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868frd7rm","Daniel Hogan","Closed","
","[]","none","Install Ranger partion and shelves  ",1,0,"Wednesday, October 1st 2025","Monday, September 29th 2025","Friday, September 26th 2025, 3:59:07 pm -07:00","Tuesday, October 7th 2025, 1:26:37 pm -07:00","Tuesday, October 7th 2025, 1:26:37 pm -07:00","Tuesday, September 30th 2025, 9:58:18 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868fru274","Mercedes-Benz of Wilsonville / Pear Mentor","Closed","
","[]","none","Hitch   ",1,0,"Monday, September 29th 2025","Monday, September 29th 2025","Monday, September 29th 2025, 7:19:01 am -07:00","Tuesday, September 30th 2025, 12:55:05 pm -07:00","Tuesday, September 30th 2025, 12:55:05 pm -07:00","Tuesday, September 30th 2025, 9:56:34 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868frue22","Mercedes Benz of Wilsonville / Tik Construction","Closed","
","[]","none","Factory Step Hitch  ",1,0,"Monday, September 29th 2025","Monday, September 29th 2025","Monday, September 29th 2025, 7:38:08 am -07:00","Wednesday, October 1st 2025, 7:12:24 am -07:00","Tuesday, September 30th 2025, 1:03:50 pm -07:00","Tuesday, September 30th 2025, 1:03:50 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fruqkg","Mercedes Benz of Wilsonville / William Beck","Closed","
","[]","none","Passenger Swivel  ",1,0,"Monday, September 29th 2025","Monday, September 29th 2025","Monday, September 29th 2025, 7:49:15 am -07:00","Tuesday, September 30th 2025, 12:55:01 pm -07:00","Tuesday, September 30th 2025, 12:55:01 pm -07:00","Monday, September 29th 2025, 2:19:32 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868ft5hkq","James Austin","Closed","
","[]","none","Black Horse Side steps, Flatline bed, Flatline mattress.  ",1,0,"","","Monday, September 29th 2025, 3:58:16 pm -07:00","Monday, October 20th 2025, 10:56:33 am -07:00","Monday, October 20th 2025, 10:56:33 am -07:00","Thursday, October 9th 2025, 10:55:24 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868ftnypu","Mercedes Benz of Wilsonville","Closed","
","[]","none","Wall panels, partition, hitch  ",1,0,"Friday, October 3rd 2025","Tuesday, September 30th 2025","Tuesday, September 30th 2025, 12:55:57 pm -07:00","Tuesday, October 7th 2025, 1:26:25 pm -07:00","Tuesday, October 7th 2025, 1:26:25 pm -07:00","Thursday, October 2nd 2025, 2:03:53 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Tim]","","",""
"Task","868fu2x6k","Benjamin Wendel","Closed","
","[]","none","Battery switch retro, safari rack w/ ladder, awning.  The customer is coming from Seattle and will be waiting.  Work needs to be completed the same day.  ",1,0,"Tuesday, November 11th 2025","Tuesday, November 11th 2025","Wednesday, October 1st 2025, 8:31:27 am -07:00","Wednesday, November 12th 2025, 10:27:10 am -08:00","Wednesday, November 12th 2025, 10:27:10 am -08:00","Wednesday, November 12th 2025, 10:27:10 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868fu4e2m","Mercedes Benz of Wilsonville","Closed","
","[]","none","Van will be here 10/1, and steps will be here 10/2  ",1,0,"Friday, October 3rd 2025","","Wednesday, October 1st 2025, 9:29:06 am -07:00","Tuesday, October 7th 2025, 1:26:18 pm -07:00","Tuesday, October 7th 2025, 1:26:18 pm -07:00","Friday, October 3rd 2025, 2:59:51 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fucvp3","Mercedes Benz of Wilsonville","Closed","
","[]","none","Combo slider windows  ",1,0,"Monday, October 6th 2025","Thursday, October 2nd 2025","Wednesday, October 1st 2025, 4:39:33 pm -07:00","Tuesday, October 7th 2025, 1:26:21 pm -07:00","Tuesday, October 7th 2025, 1:26:21 pm -07:00","Thursday, October 2nd 2025, 2:04:06 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fwtz40","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch, customer is dropping van on Tuesday morning  ",1,0,"","","Tuesday, October 7th 2025, 1:27:39 pm -07:00","Friday, October 17th 2025, 9:02:12 am -07:00","Friday, October 17th 2025, 9:02:12 am -07:00","Tuesday, October 14th 2025, 11:05:16 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fx4d3p","Mercedes Benz of Wilsonville / Baker","Closed","
","[]","none","Shelves and double drop rack.  Customer is dropping the van early next week  ",1,0,"Tuesday, October 14th 2025","Monday, October 13th 2025","Wednesday, October 8th 2025, 9:30:48 am -07:00","Thursday, October 16th 2025, 11:21:31 am -07:00","Thursday, October 16th 2025, 11:21:31 am -07:00","Wednesday, October 15th 2025, 1:46:09 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fxbwj2","Paint Logic Enterprise","Closed","
","[]","none","Partition  ",1,0,"Thursday, October 9th 2025","Thursday, October 9th 2025","Wednesday, October 8th 2025, 4:59:46 pm -07:00","Friday, October 10th 2025, 8:20:51 am -07:00","Friday, October 10th 2025, 8:20:51 am -07:00","Thursday, October 9th 2025, 1:45:29 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fxme39","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch  ",1,0,"Thursday, October 9th 2025","Thursday, October 9th 2025","Thursday, October 9th 2025, 11:01:32 am -07:00","Thursday, October 9th 2025, 3:14:46 pm -07:00","Thursday, October 9th 2025, 3:14:46 pm -07:00","Thursday, October 9th 2025, 1:45:15 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fxqwu6","Mercedes Benz of Wilsonville","Closed","
","[]","none","Partition and shelf  ",1,0,"Thursday, October 9th 2025","Thursday, October 9th 2025","Thursday, October 9th 2025, 1:41:13 pm -07:00","Friday, October 17th 2025, 9:02:07 am -07:00","Friday, October 17th 2025, 9:02:07 am -07:00","Friday, October 10th 2025, 4:04:22 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fyjwhq","Mercedes Benz of Wilsonville / Digits Unlimited","Closed","
","[]","none","shelves, partition and wall panels  ",1,0,"Friday, October 17th 2025","Thursday, October 16th 2025","Monday, October 13th 2025, 9:06:27 am -07:00","Tuesday, October 21st 2025, 2:24:10 pm -07:00","Tuesday, October 21st 2025, 2:24:10 pm -07:00","Tuesday, October 21st 2025, 2:24:10 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fz50un","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",1,0,"","","Tuesday, October 14th 2025, 9:33:35 am -07:00","Thursday, October 16th 2025, 11:21:35 am -07:00","Thursday, October 16th 2025, 11:21:35 am -07:00","Wednesday, October 15th 2025, 9:52:29 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fz51zh","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",2,0,"Thursday, October 16th 2025","Wednesday, October 15th 2025","Tuesday, October 14th 2025, 9:35:16 am -07:00","Friday, October 17th 2025, 9:02:26 am -07:00","Friday, October 17th 2025, 9:02:26 am -07:00","Friday, October 17th 2025, 9:02:26 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fz53ec","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",3,0,"","","Tuesday, October 14th 2025, 9:37:00 am -07:00","Thursday, October 16th 2025, 11:21:43 am -07:00","Thursday, October 16th 2025, 11:21:43 am -07:00","Wednesday, October 15th 2025, 9:05:54 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868fz53xq","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",4,0,"","","Tuesday, October 14th 2025, 9:37:40 am -07:00","Thursday, October 16th 2025, 11:21:27 am -07:00","Thursday, October 16th 2025, 11:21:27 am -07:00","Wednesday, October 15th 2025, 3:02:54 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868fz54zn","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",4,0,"Thursday, October 16th 2025","Wednesday, October 15th 2025","Tuesday, October 14th 2025, 9:39:43 am -07:00","Friday, October 17th 2025, 9:02:19 am -07:00","Friday, October 17th 2025, 9:02:19 am -07:00","Friday, October 17th 2025, 9:02:19 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868fz55gy","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Wall panels  ",5,0,"","","Tuesday, October 14th 2025, 9:41:04 am -07:00","Thursday, October 16th 2025, 11:21:24 am -07:00","Thursday, October 16th 2025, 11:21:24 am -07:00","Wednesday, October 15th 2025, 3:06:39 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fz5c5d","Mercedes Benz of Wilsonville / TEC","Closed","
","[]","none","LTrack Low/High  ",1,0,"","Friday, October 17th 2025","Tuesday, October 14th 2025, 9:53:13 am -07:00","Tuesday, October 21st 2025, 2:24:07 pm -07:00","Tuesday, October 21st 2025, 2:24:07 pm -07:00","Tuesday, October 21st 2025, 2:24:07 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Gary]","","",""
"Task","868fzk9ac","Mercedes Benz of Wilsonville","Closed","
","[]","none","Install customer supplied side steps.  Parts are in van in service.  ",2,0,"Friday, October 17th 2025","Thursday, October 16th 2025","Wednesday, October 15th 2025, 8:57:27 am -07:00","Monday, October 20th 2025, 10:56:44 am -07:00","Monday, October 20th 2025, 10:56:44 am -07:00","Monday, October 20th 2025, 10:56:44 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868g06fd0","Mercedes Benz of Wilsonville / Ivan Kozub","Closed","
","[]","none","Hitch  ",1,0,"Thursday, October 16th 2025","Thursday, October 16th 2025","Thursday, October 16th 2025, 10:22:39 am -07:00","Thursday, October 16th 2025, 11:21:18 am -07:00","Thursday, October 16th 2025, 11:21:18 am -07:00","Thursday, October 16th 2025, 11:21:18 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868g1dtbt","Mercedes Benz of Wilsonville / Big Island","Closed","
","[]","none","Partition and FLV rear step  ",1,0,"Tuesday, October 21st 2025","Monday, October 20th 2025","Monday, October 20th 2025, 10:57:34 am -07:00","Tuesday, October 21st 2025, 2:24:02 pm -07:00","Tuesday, October 21st 2025, 2:24:02 pm -07:00","Tuesday, October 21st 2025, 2:24:02 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868g1xb37","Ryan Crooks","Closed","
","[]","none","Running boards  ",1,0,"Tuesday, October 21st 2025","Tuesday, October 21st 2025","Tuesday, October 21st 2025, 8:18:13 am -07:00","Tuesday, October 21st 2025, 2:23:57 pm -07:00","Tuesday, October 21st 2025, 2:23:57 pm -07:00","Tuesday, October 21st 2025, 2:23:57 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868g2cdvn","Rebecca Pimley","Closed","
","[]","none","Side steps, tire carrier and roof rack panels  ",1,0,"Tuesday, November 4th 2025","Tuesday, November 4th 2025","Tuesday, October 21st 2025, 3:28:38 pm -07:00","Wednesday, November 12th 2025, 10:27:01 am -08:00","Wednesday, November 12th 2025, 10:27:01 am -08:00","Tuesday, November 4th 2025, 4:08:31 pm -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868g2cgka","Mercedes Benz of Wilsonville / Thompson","Closed","
","[]","none","Windows, hitch and tires  ",1,0,"Friday, October 24th 2025","Wednesday, October 22nd 2025","Tuesday, October 21st 2025, 3:40:48 pm -07:00","Friday, October 31st 2025, 2:20:42 pm -07:00","Friday, October 31st 2025, 2:20:42 pm -07:00","Monday, October 27th 2025, 1:31:37 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868g4453f","Micheal Meehan","Closed","
","[]","none","Insulation, pedestal heater,  Rear Door Platform - Passenger  ",1,0,"Monday, October 27th 2025","Monday, October 27th 2025","Monday, October 27th 2025, 7:03:39 am -07:00","Tuesday, October 28th 2025, 9:51:56 am -07:00","Tuesday, October 28th 2025, 9:51:56 am -07:00","Tuesday, October 28th 2025, 9:51:56 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868g52vjt","Mercedes Benz of Wilsonville / Estaban C","Closed","
","[]","none","Heater  ",1,0,"Thursday, October 30th 2025","Tuesday, October 28th 2025","Tuesday, October 28th 2025, 2:35:11 pm -07:00","Friday, October 31st 2025, 2:20:26 pm -07:00","Friday, October 31st 2025, 2:20:26 pm -07:00","Thursday, October 30th 2025, 2:56:00 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868g52x9p","Mercedes Benz of Wilsonville","Closed","
","[]","none","Steps and LED star  ",1,0,"","","Tuesday, October 28th 2025, 2:38:41 pm -07:00","Wednesday, November 12th 2025, 10:27:05 am -08:00","Wednesday, November 12th 2025, 10:27:05 am -08:00","Friday, October 31st 2025, 1:55:24 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868g5308v","Estaban Covarrubias","Closed","
","[]","none","Maxxair fan  ",1,0,"Thursday, October 30th 2025","Tuesday, October 28th 2025","Tuesday, October 28th 2025, 2:45:13 pm -07:00","Friday, October 31st 2025, 2:20:50 pm -07:00","Friday, October 31st 2025, 2:20:50 pm -07:00","Thursday, October 30th 2025, 2:57:14 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868g5kqwh","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch  ",1,0,"Thursday, October 30th 2025","Wednesday, October 29th 2025","Wednesday, October 29th 2025, 2:01:41 pm -07:00","Wednesday, October 29th 2025, 4:34:56 pm -07:00","Wednesday, October 29th 2025, 4:34:56 pm -07:00","Wednesday, October 29th 2025, 4:34:56 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868g5ktvv","Mercedes-Benz of Wilsonville / Martin","Closed","
","[]","none","Vanspeed side steps - van needs to be completed before lunch  ",1,0,"Thursday, October 30th 2025","Thursday, October 30th 2025","Wednesday, October 29th 2025, 2:04:01 pm -07:00","Friday, October 31st 2025, 2:20:34 pm -07:00","Friday, October 31st 2025, 2:20:34 pm -07:00","Thursday, October 30th 2025, 2:55:09 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868g5mbbf","Matt Kennedy","Closed","
","[]","none","Flatline front bumper on Ford Transit - Parts are scheduled for delivery Wed.  Customer is going to drop the van off on Wed night.  Needs it by Friday EOD.  ",2,0,"Friday, November 7th 2025","Thursday, November 6th 2025","Wednesday, October 29th 2025, 2:42:52 pm -07:00","Friday, November 7th 2025, 7:21:32 am -08:00","Friday, November 7th 2025, 7:21:32 am -08:00","Friday, November 7th 2025, 7:21:32 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868g5mc8b","Monica Marteau","Closed","
","[]","none","Heater, battery  ",2,0,"Friday, November 14th 2025","Wednesday, November 12th 2025","Wednesday, October 29th 2025, 2:45:26 pm -07:00","Monday, November 17th 2025, 3:28:09 pm -08:00","Monday, November 17th 2025, 3:28:09 pm -08:00","Monday, November 17th 2025, 3:28:09 pm -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868g6nn6q","George Vaughan","Closed","
","[]","none","Vanspeed steps and wheels/tires - Wheels will be here Wednesday  ",2,0,"","","Friday, October 31st 2025, 4:18:17 pm -07:00","Wednesday, November 19th 2025, 7:22:14 am -08:00","Wednesday, November 19th 2025, 7:22:14 am -08:00","Wednesday, November 19th 2025, 7:22:14 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gbg4te","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Shelves and Hitch  ",3,0,"Thursday, November 13th 2025","Wednesday, November 12th 2025","Wednesday, November 12th 2025, 10:25:09 am -08:00","Monday, November 17th 2025, 8:09:07 am -08:00","Monday, November 17th 2025, 8:09:07 am -08:00","Thursday, November 13th 2025, 1:00:16 pm -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Tim]","","",""
"Task","868gbguvj","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Shelves and Hitch  ",2,0,"Thursday, November 13th 2025","Wednesday, November 12th 2025","Wednesday, November 12th 2025, 10:59:46 am -08:00","Monday, November 17th 2025, 8:09:10 am -08:00","Monday, November 17th 2025, 8:09:10 am -08:00","Thursday, November 13th 2025, 1:00:27 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Tim]","","",""
"Task","868gbhfar","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Vanspeed steps  ",1,0,"Thursday, November 13th 2025","Thursday, November 13th 2025","Wednesday, November 12th 2025, 11:26:19 am -08:00","Tuesday, November 18th 2025, 8:24:01 am -08:00","Tuesday, November 18th 2025, 8:24:01 am -08:00","Thursday, November 13th 2025, 12:59:53 pm -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gbk0ch","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Ceiling with insulation  ",3,0,"Friday, January 16th 2026","Friday, January 16th 2026","Wednesday, November 12th 2025, 12:32:35 pm -08:00","Friday, January 16th 2026, 12:15:54 pm -08:00","Friday, January 16th 2026, 12:15:54 pm -08:00","Friday, January 16th 2026, 12:15:54 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[]","","",""
"Task","868gbmqcd","Randy Roberts","Closed","
","[]","none","Side Steps and Brake Controller  ",1,0,"Friday, November 21st 2025","Thursday, November 20th 2025","Wednesday, November 12th 2025, 1:50:03 pm -08:00","Wednesday, November 26th 2025, 11:55:23 am -08:00","Wednesday, November 26th 2025, 11:55:23 am -08:00","Wednesday, November 26th 2025, 8:09:00 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gbmxn9","Kevin O'Hara","Closed","
","[]","none","Wheels and Tires with Mondos  ",1,0,"Tuesday, December 2nd 2025","Monday, December 1st 2025","Wednesday, November 12th 2025, 2:00:52 pm -08:00","Tuesday, December 2nd 2025, 2:36:06 pm -08:00","Tuesday, December 2nd 2025, 2:36:06 pm -08:00","Tuesday, December 2nd 2025, 2:36:06 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gcf0v4","Michael Yeh","Closed","
","[]","none","Check 110 VAC inop? issue with light bar  ",1,0,"","Thursday, November 20th 2025","Friday, November 14th 2025, 11:47:39 am -08:00","Tuesday, November 25th 2025, 8:56:32 am -08:00","Tuesday, November 25th 2025, 8:56:32 am -08:00","Friday, November 21st 2025, 10:10:26 am -08:00","Dan Zambrano","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gcj8fz","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Partition, ErgoRack, Shelving, Conduit Carrier, and 8 Drawer Cabinet  ",1,0,"","","Friday, November 14th 2025, 3:14:31 pm -08:00","Wednesday, December 10th 2025, 7:18:59 am -08:00","Wednesday, December 10th 2025, 7:18:59 am -08:00","Monday, December 8th 2025, 8:01:28 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gczmtd","Mercedes Benz of Wilsonville","Closed","
","[]","none","Half slide window, slider door  ",1,0,"Tuesday, November 18th 2025","Monday, November 17th 2025","Monday, November 17th 2025, 8:11:37 am -08:00","Wednesday, December 3rd 2025, 9:42:20 am -08:00","Wednesday, December 3rd 2025, 9:42:20 am -08:00","Wednesday, December 3rd 2025, 9:42:20 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868gczq1r","Hadi Sharifi","Closed","
","[]","none","Seat Pedestals and Battery  ",1,0,"","Monday, December 8th 2025","Monday, November 17th 2025, 8:15:56 am -08:00","Friday, January 2nd 2026, 12:55:44 pm -08:00","Friday, January 2nd 2026, 12:55:44 pm -08:00","Friday, January 2nd 2026, 12:55:44 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868gdupb5","Mercedes Benz of Wilsonville","Closed","
","[]","none","Partition, Floor, ErgoRack  ",1,0,"Monday, December 22nd 2025","Monday, December 22nd 2025","Tuesday, November 18th 2025, 2:09:06 pm -08:00","Wednesday, December 24th 2025, 7:15:11 am -08:00","Wednesday, December 24th 2025, 7:15:11 am -08:00","Tuesday, December 23rd 2025, 1:49:27 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gdvjgq","Montgomery Construction Group","Closed","
","[]","none","Suspension, Wheels, Tires, Mondos  ",1,0,"","","Tuesday, November 18th 2025, 3:18:02 pm -08:00","Tuesday, December 2nd 2025, 2:35:49 pm -08:00","Tuesday, December 2nd 2025, 2:35:49 pm -08:00","Tuesday, December 2nd 2025, 2:35:49 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Tim]","","",""
"Task","868gej78q","Mercedes Benz of Wilsonville","Closed","
","[]","none","Seat Swivels  ",1,0,"","","Thursday, November 20th 2025, 9:33:06 am -08:00","Tuesday, November 25th 2025, 12:10:52 pm -08:00","Tuesday, November 25th 2025, 12:10:52 pm -08:00","Tuesday, November 25th 2025, 12:10:52 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868geq9yx","Mercedes Benz of Wilsonville","Closed","
","[]","none","96"" Shelf  ",1,0,"","Thursday, November 20th 2025","Thursday, November 20th 2025, 2:36:03 pm -08:00","Tuesday, November 25th 2025, 8:56:50 am -08:00","Tuesday, November 25th 2025, 8:56:50 am -08:00","Friday, November 21st 2025, 8:55:30 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868geyf9j","Camp's Plumbing, LLC","Closed","
","[]","none","Shelving 72"" and 48"", two 8 place Packout holders, Conduit holder, Spartan sidesteps.  ",2,0,"Wednesday, December 24th 2025","Wednesday, December 24th 2025","Friday, November 21st 2025, 8:42:51 am -08:00","Friday, December 26th 2025, 11:56:21 am -08:00","Friday, December 26th 2025, 11:56:21 am -08:00","Friday, December 26th 2025, 9:14:07 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
